Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
4073,Momotarou Dentetsu X: Kyuushuu-hen mo Arubai,PS2,2001.0,Misc,Hudson Soft,0.0,0.0,0.49,0.0,0.49
7758,Petz Pony: Beauty Pageant,DS,2009.0,Simulation,Ubisoft,0.18,0.0,0.0,0.01,0.19
5112,Cabela's Deer Hunt 2005 Season,PS2,2004.0,Sports,Activision,0.18,0.14,0.0,0.05,0.37
13877,Shonen Jump's One Piece: Grand Adventure,GC,2006.0,Fighting,Namco Bandai Games,0.03,0.01,0.0,0.0,0.04
12010,Reader Rabbit 1st Grade,Wii,2010.0,Misc,Graffiti,0.07,0.0,0.0,0.0,0.07
9045,Monster House,PS2,2006.0,Adventure,THQ,0.07,0.05,0.0,0.02,0.14
5510,Custom Robo,N64,,Role-Playing,Nintendo,0.0,0.0,0.29,0.04,0.33
6791,Army Men: Sarge's Heroes 2,PS,2000.0,Shooter,3DO,0.14,0.09,0.0,0.02,0.24
12953,Growlanser: Heritage of War (jp sales),PS2,2006.0,Role-Playing,Rising Star Games,0.0,0.0,0.05,0.0,0.05
16214,Tomoyo After: It's a Wonderful Life CS Edition,PS2,2007.0,Adventure,Prototype,0.0,0.0,0.01,0.0,0.01
15171,Super Nazo Puyo Tsuu: Ruruu no Tetsuwan Hanjyouki,SNES,1996.0,Puzzle,Compile,0.0,0.0,0.02,0.0,0.02
12062,Strike Point,PS,1996.0,Simulation,Elite,0.04,0.03,0.0,0.0,0.07
4699,World Soccer Jikkyou Winning Eleven 2000: U-23 Medal heno Chousen,PS,2000.0,Sports,Konami Digital Entertainment,0.0,0.0,0.39,0.03,0.41
10776,InuYasha: Secret of the Divine Jewel,DS,2007.0,Role-Playing,Namco Bandai Games,0.09,0.0,0.0,0.01,0.1
7920,Monsters vs. Aliens,PS2,2009.0,Action,Activision,0.11,0.0,0.0,0.08,0.19
2764,Ace Combat: Assault Horizon,PS3,2011.0,Action,Namco Bandai Games,0.3,0.16,0.22,0.07,0.74
16370,Dance with Devils,PSV,2016.0,Action,,0.0,0.0,0.01,0.0,0.01
3172,Wolfenstein,PS3,2009.0,Shooter,Activision,0.25,0.28,0.0,0.11,0.64
14288,Disney's Hide & Sneak,GC,2003.0,Action,Capcom,0.03,0.01,0.0,0.0,0.03
1728,Mega Man 3,NES,1990.0,Platform,Capcom,0.68,0.1,0.39,0.0,1.17
7548,Jillian Michaels' Fitness Adventure,X360,2011.0,Misc,505 Games,0.17,0.02,0.0,0.01,0.2
4677,Zone of the Enders: The 2nd Runner,PS2,2003.0,Simulation,Konami Digital Entertainment,0.15,0.12,0.11,0.04,0.41
13796,Fritz Chess,PS3,2009.0,Strategy,Deep Silver,0.0,0.03,0.0,0.01,0.04
11292,Sega GT Online,XB,2003.0,Racing,Sega,0.06,0.02,0.0,0.0,0.08
15642,Lara Croft and the Temple of Osiris,PC,2014.0,Action,Square Enix,0.0,0.02,0.0,0.0,0.02
15633,Robopon 2: Cross Version,GBA,2001.0,Role-Playing,Hudson Entertainment,0.01,0.0,0.0,0.0,0.02
4352,Plants vs. Zombies: Garden Warfare 2,PS4,2016.0,Shooter,Electronic Arts,0.17,0.21,0.0,0.07,0.45
7864,Puyo Puyo Sun 64,N64,1997.0,Puzzle,Compile,0.0,0.0,0.16,0.03,0.19
3290,NFL Fever 2003,XB,2002.0,Sports,Microsoft Game Studios,0.46,0.13,0.0,0.02,0.61
12989,Dead or Alive Xtreme 3: Fortune,PS4,2016.0,Sports,Tecmo Koei,0.0,0.0,0.05,0.0,0.05
16426,SoniPro,3DS,2014.0,Adventure,imageepoch Inc.,0.0,0.0,0.01,0.0,0.01
5418,Angry Birds Star Wars,3DS,2013.0,Strategy,Activision,0.15,0.15,0.0,0.03,0.34
15708,Sarah: Keeper of the Unicorn,DS,2009.0,Adventure,DreamCatcher Interactive,0.02,0.0,0.0,0.0,0.02
15383,Cross Treasures,DS,2009.0,Role-Playing,Square Enix,0.0,0.0,0.02,0.0,0.02
1479,UFC Undisputed 2010,X360,2010.0,Fighting,THQ,0.9,0.31,0.0,0.11,1.33
16275,Chaos;Head Noah,PSV,2014.0,Adventure,5pb,0.0,0.0,0.01,0.0,0.01
3279,Tomb Raider III: Adventures of Lara Croft,PC,1998.0,Action,Eidos Interactive,0.59,0.03,0.0,0.0,0.62
9001,Barbarian,PS2,2002.0,Fighting,Titus,0.07,0.06,0.0,0.02,0.14
12866,Learn Science,DS,2010.0,Misc,DreamCatcher Interactive,0.05,0.0,0.0,0.0,0.05
14629,Calcio Bit,GBA,2006.0,Sports,Nintendo,0.0,0.0,0.03,0.0,0.03
15403,Psycho-Pass: Mandatory Happiness,PSV,2016.0,Adventure,Nippon Ichi Software,0.0,0.01,0.01,0.0,0.02
5566,Fireball,2600,1981.0,Action,Starpath Corp.,0.3,0.02,0.0,0.0,0.33
9829,Grand Theft Auto: San Andreas,X360,2008.0,Action,Take-Two Interactive,0.08,0.03,0.0,0.01,0.12
14844,SWAT 4,PC,2005.0,Shooter,Vivendi Games,0.0,0.02,0.0,0.0,0.03
13407,Centipede: Infestation,3DS,2011.0,Shooter,Atari,0.04,0.0,0.0,0.0,0.05
4436,G-Force,Wii,2009.0,Action,Disney Interactive Studios,0.19,0.2,0.0,0.05,0.44
16128,Tantei Jinguuji Saburo DS: Fuserareta Shinjitsu,DS,2009.0,Adventure,Arc System Works,0.0,0.0,0.01,0.0,0.01
16289,War for the Overworld,PC,2015.0,Strategy,Unknown,0.0,0.01,0.0,0.0,0.01
4104,Destroy All Humans! 2,PS2,2006.0,Action,THQ,0.4,0.02,0.0,0.07,0.48
5209,Saban's Power Rangers: Lightspeed Rescue,N64,2000.0,Action,THQ,0.29,0.06,0.0,0.0,0.36
2135,Fire Emblem,GBA,2003.0,Strategy,Nintendo,0.49,0.18,0.29,0.01,0.97
13750,Harukanaru Toki no Naka de 5,PSP,2011.0,Role-Playing,Tecmo Koei,0.0,0.0,0.04,0.0,0.04
8869,Burger Island,Wii,2009.0,Action,Destineer,0.14,0.0,0.0,0.01,0.15
5329,Aggressive Inline,PS2,2002.0,Sports,Acclaim Entertainment,0.17,0.13,0.0,0.04,0.35
6148,Viewtiful Joe,PS2,2004.0,Action,Capcom,0.14,0.11,0.0,0.04,0.28
1342,Rayman Raving Rabbids,Wii,2006.0,Misc,Ubisoft,1.23,0.07,0.02,0.11,1.44
2772,Mortal Kombat: Unchained,PSP,2006.0,Fighting,Midway Games,0.67,0.01,0.0,0.06,0.74
11688,Rogue Trooper: Quartz Zone Massacre,Wii,2009.0,Shooter,Reef Entertainment,0.07,0.0,0.0,0.01,0.08
5493,Little Deviants,PSV,2011.0,Platform,Sony Computer Entertainment,0.15,0.13,0.0,0.05,0.33
12255,187: Ride or Die,XB,2005.0,Racing,Ubisoft,0.05,0.01,0.0,0.0,0.06
8847,Castlevania: Lords of Shadow - Mirror of Fate,3DS,2013.0,Action,Konami Digital Entertainment,0.04,0.07,0.03,0.01,0.15
364,James Bond 007: Agent Under Fire,PS2,2001.0,Shooter,Electronic Arts,1.9,1.13,0.1,0.41,3.53
13109,ESPN International Winter Sports 2002,GC,2002.0,Sports,Konami Digital Entertainment,0.04,0.01,0.0,0.0,0.05
5882,Fossil Fighters (JP sales),DS,2008.0,Role-Playing,Nintendo,0.0,0.0,0.3,0.0,0.3
152,Resident Evil 2,PS,1998.0,Action,Virgin Interactive,1.88,1.47,2.02,0.45,5.82
1702,Final Fantasy I & II: Dawn of Souls,GBA,2004.0,Role-Playing,Nintendo,0.64,0.24,0.29,0.02,1.19
4560,Petz: Horsez 2,Wii,2007.0,Simulation,Ubisoft,0.39,0.0,0.0,0.03,0.43
